custID,age,region,job,marital,education,default,balance,housing,loan
C20499,36,South East, ,others,secondary,no,1013,no,no
C20501,52,West Midlands,admin,married,secondary,no,2729,no,yes
C20502,35,South East,management,married,tertiary,no,90,no,no
C20503,37,London,management,married,tertiary,no,4702,no,no
C20504,54,South East,admin,married,secondary,no,22341,no,no
C20506,32,South East,technician,single,secondary,no,-133,no,no
C20507,53,London,admin,married,secondary,no,9824,no,no
C20508,50,South East,technician,married,tertiary,no,6869,yes,yes
C20509,33,North West,technician,single,secondary,no,2885,no,no
C20510,30,Yorkshire and the Humber,management,married,secondary,no,988,no,no
C20512,31,North West,management,single,tertiary,no,2135,yes,no
C20513,30,North West,management,single,tertiary,no,1207,no,no
C20514,53,London,management,married,tertiary,no,-1,no,no
C20515,35,London,technician,married,secondary,no,1241,no,yes
C20516,33,East of England,technician,single,secondary,yes,383,no,no
C20519,30,South East,management,single,tertiary,no,428,yes,no
C20520,30,North West,management,single,tertiary,no,-781,no,no
C20521,43,North West,management,married,tertiary,no,-612,no,no
C20522,59,North West,retired,married,primary,no,0,no,no
C20523,33,London,technician,single,tertiary,no,2353,no,no
C20524,33,South East,technician,married,secondary,no,3771,no,no
C20525,39,East of England,technician,married,secondary,no,2309,no,no
C20527,52,South East,management,married,tertiary,no,4079,no,no
C20528,54,London,management,married,tertiary,no,13445,yes,no
C20529,45,South East,others,married,primary,no,2269,no,no
C20530,52,North West,domestic worker,married,,no,633,no,no
C20532,49,South East,management,married,tertiary,no,407,no,no
C20533,46,South East,others,married,primary,no,2638,yes,no
C20534,35,South East,management,single,tertiary,no,62,no,yes
C20535,34,North West,domestic worker,married,tertiary,no,1043,no,no
C20537,59,South East,self-employed,married,,no,69,no,no
C20538,33,London,management,married,tertiary,no,1627,no,no
C20540,31,South East,management,married,secondary,no,1591,yes,no
C20541,48,West Midlands,management,others,tertiary,no,172,no,no
C20542,34,South East,technician,married,secondary,no,-158,yes,yes
C20543,31,South East,management,single,tertiary,no,100,no,no
C20545,54,London,management,married,tertiary,no,1641,no,no
C20546,35,East of England,self-employed,married,secondary,no,0,no,no
C20547,57,West Midlands,management,others,secondary,no,460,no,no
C20548,45,North West,technician,married,secondary,no,3769,no,no
C20549,57,South East,others,married,secondary,no,6981,yes,no
C20550,34,South East,technician,single,tertiary,no,27813,no,no
C20551,30,South East,management,single,tertiary,no,1040,no,no
C20552,47,London,management,married,secondary,no,-2156,yes,yes
C20553,37,North West, ,married,secondary,no,136,no,no
C20554,58,North West,management,others,tertiary,no,126,no,no
C20555,38,West Midlands,technician,single,secondary,no,444,yes,no
C20556,54,South East,management,married,tertiary,no,1333,yes,no
C20558,43,East of England,domestic worker,married,primary,no,29,no,no
C20559,57,North West,management,others,tertiary,no,10345,yes,no
C20563,41,North West,technician,others,secondary,no,1897,yes,no
C20564,49,South East,management,married,tertiary,no,673,no,no
C20567,31,London,technician,married,tertiary,no,4755,no,no
C20569,58,South East,technician,married,secondary,no,203,no,no
C20570,30,South East,management,married,tertiary,no,1822,yes,no
C20571,33,London,domestic worker,married,primary,no,243,no,no
C20573,45,South East,admin,married,secondary,no,421,no,no
C20574,54,West Midlands,technician,married,secondary,no,765,no,no
C20577,55,South East,management,married,tertiary,no,156,no,no
C20578,45,Yorkshire and the Humber,admin,married,tertiary,no,2967,no,no
C20579,30,North West,self-employed,married,secondary,no,0,no,no
C20580,52,North West,technician,others,secondary,no,123,no,no
C20581,54, ,others,married,primary,no,2150,no,no
C20582,30,London,technician,single,tertiary,yes,27,no,no
C20583,42,South East,self-employed,married,secondary,no,566,yes,no
C20584,38,East of England,technician,married,secondary,no,1719,no,no
C20585,34,North West,management,others,tertiary,no,183,yes,no
C20586,31,London,management,single,tertiary,no,407,yes,no
C20587,34,London,self-employed,married,tertiary,no,0,no,no
C20588,39,North West,management,married,tertiary,no,1656,yes,no
C20589,50,North West,management,married,tertiary,no,2670,no,no
C20590,35,South East,management,married,tertiary,no,1757,yes,no
C20591,60,South East,admin,married,secondary,no,827,no,no
C20592,36,West Midlands,technician,single,secondary,yes,14,no,no
C20593,47,North West,management,married,tertiary,no,505,no,no
C20594,60,West Midlands,technician,married,tertiary,no,152,no,no
C20595,33,East of England,management,married,tertiary,no,1245,no,no
C20597,48,North West,others,married,secondary,no,495,yes,yes
C20598,30,London,management,single,tertiary,no,258,yes,no
C20599,49,West Midlands,others,married,primary,no,1693,no,no
C20600,58,London,others,married,secondary,no,979,no,no
C20602,31,South East,management,married,tertiary,no,1760,no,no
C20603,54,South East,management,others,tertiary,no,4038,yes,no
C20604,49,London,others,married,primary,no,149,no,no
C20607,34,North West,management,married,tertiary,no,577,no,no
C20608,45,South East,admin,married,secondary,no,50,no,no
C20609,43, ,management,single,tertiary,no,1892,no,no
C20610,30,West Midlands,management,single,tertiary,no,78,no,no
C20611,57,London,retired,married,tertiary,no,0,no,no
C20613,32,West Midlands,technician,single,tertiary,no,1541,no,no
C20615,49,South East,management,married,tertiary,no,62,no,no
C20616,36,South East,technician,single,tertiary,no,1247,yes,no
C20617,52,London,services,married,secondary,no,1836,no,yes
C20618,49,London,others,married,secondary,no,643,no,no
C20619,50,London,management,married,tertiary,no,300,no,no
C20622,49,North West,others,married,primary,no,474,no,no
C20623,38,South West,management,married,tertiary,no,1422,no,no
C20624,49,London,self-employed,married,tertiary,no,697,no,no
C20625,31,West Midlands,management,single,tertiary,no,2160,no,no
C20626,48,East of England,management,married,secondary,no,333,no,no
C20628,31,North West,technician,single,tertiary,no,242,no,no
C20630,46,South East,management,single,tertiary,no,2649,no,no
C20631,34,South West,management,single,tertiary,no,4278,yes,no
C20633,47,South East,services,married,secondary,no,31,no,no
C20634,39,West Midlands,management,married,tertiary,no,315,yes,no
C20635,54,West Midlands,management,married,tertiary,no,178,no,no
C20636,31,South East,management,single,tertiary,no,1499,yes,no
C20638,31,North West,technician,single,tertiary,no,42,no,no
C20639,33,North West,management,single,tertiary,no,101,no,no
C20640,30,South East,management,single,tertiary,no,11202,no,no
C20641,47,West Midlands,technician,married,tertiary,no,634,yes,no
C20642,54,North West,admin,married,secondary,no,5748,no,no
C20643,54,South East,others,married,primary,no,1929,no,no
C20644,40,South East,management,married,secondary,no,5112,no,no
C20645,31,South East,management,single,tertiary,no,455,yes,no
C20646,47,South East,technician,married,secondary,no,660,yes,no
C20648,32,South East,management,married,tertiary,no,2807,no,no
C20649,59,London,retired,married,secondary,no,323,no,no
C20651,33,Yorkshire and the Humber,management,married,tertiary,no,603,no,no
C20653,48,South East,others,married,primary,no,3512,no,no
C20654,50,West Midlands,management,married,tertiary,no,1442,no,no
C20655,45,South East,management,married,secondary,no,493,yes,yes
C20657,32,West Midlands,management,single,tertiary,no,1523,no,no
C20658,42,South East,technician,single,tertiary,no,193,no,no
C20659,49,South East,technician,others,secondary,no,-112,no,yes
C20660,30,East of England,management,single,tertiary,no,369,no,no
C20663,47,West Midlands,management,others,tertiary,no,930,no,no
C20666,54,East of England,technician,married,secondary,no,557,no,no
C20667,37,South East,technician,single,secondary,no,4262,no,no
C20668,54,North West,management,others,tertiary,no,1206,no,no
C20669,52,South East,admin,married,secondary,no,805,yes,no
C20670,44,London,technician,single,secondary,no,284,yes,no
C20671,36,South East,management,married,tertiary,no,0,no,no
C20672,49,West Midlands,others,married,secondary,no,4394,yes,no
C20673,48,Yorkshire and the Humber, ,married,primary,no,11188,no,no
C20674,59,North West,admin,married,tertiary,no,406,no,no
C20676,33,South East,management,married,tertiary,no,1947,yes,no
C20677,36,South East,technician,married,secondary,no,343,no,no
C20679,44,North West,technician,married,secondary,no,310,no,yes
C20680,55,London,management,married,tertiary,no,660,no,no
C20681,50,South East,others,married,primary,no,123,no,no
C20682,30,South East,management,single,tertiary,no,4895,no,no
C20683,58,South East,retired,married,secondary,no,3034,no,no
C20684,32,East of England,management,single,tertiary,no,3720,no,no
C20686,44,South East,management,married,secondary,no,908,yes,no
C20687,32,East of England,technician,married,secondary,no,3599,no,no
C20688,33,North West,management,others,tertiary,no,3134,yes,no
C20690,51,North West, ,married,secondary,no,2621,no,no
C20691,43, ,services,married,secondary,no,440,no,yes
C20692,41,South East,management,single,tertiary,no,484,yes,no
C20693,34,London,management,single,tertiary,no,1123,yes,no
C20694,50,South East,others,married,,no,2401,no,no
C20695,57,East of England,others,married,primary,no,0,no,no
C20696,33,South East,management,married,secondary,no,-331,yes,no
C20697,49,East of England,technician,married,secondary,no,14571,no,no
C20698,50,South East,technician,married,secondary,no,2121,yes,no
C20699,41,London,self-employed,married,primary,no,237,no,no
C20700,60,North West,retired,married,,no,1021,no,no
C20701,34,London,management,married,tertiary,no,1503,yes,no
C20702,45,South East,entrepreneur,married,tertiary,no,2879,no,no
C20703,55,London,domestic worker,married,primary,no,0,no,no
C20704,33,South East,technician,married,secondary,no,0,no,no
C20705,45,West Midlands,domestic worker,married,primary,no,8550,no,no
C20706,55,London,domestic worker,married,primary,no,1909,no,no
C20708,52,London,technician,married,secondary,no,1251,yes,no
C20709,33,East of England,technician,single,secondary,no,7355,no,no
C20710,45,South East,management,others,tertiary,no,2437,no,no
C20711,52,London,others,married,primary,no,2893,no,no
C20712,46,West Midlands,management,married,secondary,no,4151,no,no
C20713,37,South East,self-employed,married,tertiary,no,159,no,no
C20714,46,South East,management,married,tertiary,no,4633,no,no
C20715,52,South East,technician,married,secondary,no,-447,yes,no
C20716,57,South East,domestic worker,married,primary,no,0,no,no
C20717,38,Yorkshire and the Humber,technician,single,secondary,no,5492,yes,no
C20719,51,West Midlands,others,married,primary,no,1970,no,no
C20720,31,North West,technician,single,secondary,no,455,no,no
C20721,46,West Midlands,services,married,secondary,no,129,no,no
C20722,31,South East,management,married,tertiary,no,5488,yes,no
C20723,32,East of England,technician,married,secondary,no,-480,yes,no
C20724,35,South East,management,married,tertiary,no,53,yes,no
C20725,52,West Midlands,others,married,primary,no,42,no,no
C20726,40,North West,technician,married,secondary,no,49,no,no
C20728,60,South East,others,married,,no,4143,no,no
C20729,54,North West,domestic worker,married,primary,no,330,no,no
C20730,59, ,domestic worker,married,primary,no,273,no,no
C20731,57,South East,management,others,tertiary,no,186,no,no
C20732,54,East of England,retired,married,primary,no,359,no,no
C20733,52,South East,management,married,secondary,no,-1037,yes,no
C20734,51,London,admin,married,secondary,no,24,no,yes
C20737,31,South East,entrepreneur,single,tertiary,yes,-471,yes,yes
C20738,32,South East,technician,single,tertiary,no,40286,no,no
C20739,41,North West,domestic worker,married,primary,no,251,no,no
C20740,32,South East,management,single,tertiary,no,345,no,no
C20743,33,South East,technician,married,secondary,no,453,no,no
C20744,39,London,management,married,tertiary,no,33062,no,no
C20745,45,North West,management,others,tertiary,no,7607,yes,no
C20746,36,West Midlands,management,others,tertiary,no,69,no,no
C20747,58,East of England,retired,married,primary,no,4835,no,no
C20748,49,South East,domestic worker,married,primary,no,744,no,no
C20749,38,London,technician,married,tertiary,no,388,yes,no
C20750,38, ,technician,married,tertiary,no,149,no,no
C20751,57,North West,others,married,,no,2848,no,no
C20752,45,North West,management,married,tertiary,no,377,no,no
C20754,50,North West,management,married,tertiary,no,127,yes,no
C20755,31,North West,management,single,tertiary,no,198,yes,yes
C20757,54,East of England,technician,married,secondary,no,2587,no,yes
C20758,34,East of England,technician,single,secondary,no,5078,no,no
C20761,53,London,technician,married,secondary,no,267,no,yes
C20762,53,West Midlands,retired,married,tertiary,no,8293,no,no
C20763,55,London,others,married,,no,27,no,no
C20764,56,London,services,married,secondary,no,0,no,no
C20767,35,South East,management,married,tertiary,no,559,no,no
C20770,37,London,management,married,tertiary,no,5158,no,no
C20771,58,East of England,retired,married,tertiary,no,1941,no,no
C20774,58,South East,others,married,secondary,no,3660,no,yes
C20775,60,London,domestic worker,married,,no,3220,no,no
C20778,59,London,management,married,tertiary,yes,909,no,yes
C20779,32,North West,management,married,tertiary,no,1555,no,no
C20780,50,London,self-employed,married,secondary,no,42,no,no
C20781,52,London,management,others,tertiary,no,110,no,no
C20782,47,South East,others,married,primary,no,56,no,no
C20783,58,Yorkshire and the Humber,technician,single,secondary,no,444,no,no
C20785,34,South West,technician,single,tertiary,no,3091,yes,no
C20789,34,South East,technician,married,tertiary,no,9841,no,no
C20790,32,North West,technician,single,secondary,no,158,yes,no
C20792,60,South West,admin,married,secondary,no,1788,no,no
C20793,49,London,others,married,primary,no,78,no,yes
C20795,55,London,technician,married,secondary,no,352,no,yes
C20796,40,South East,technician,others,secondary,no,320,no,no
C20797,49,South East,others,married,primary,no,857,no,no
C20798,51,South East,management,others,tertiary,no,0,no,no
C20799,31,South East,management,single,tertiary,no,422,no,no
C20800,42,London,management,married,tertiary,no,0,no,no
C20802,33,London,technician,married,secondary,no,887,no,no
C20803,55,South East,retired,married,primary,no,0,yes,yes
C20804,42,East of England,technician,married,tertiary,no,987,no,no
C20805,36,East of England,management,single,secondary,no,0,no,no
C20806,37,West Midlands,technician,single,secondary,no,-281,yes,no
C20807,39,North West,management,married,tertiary,no,-1133,no,yes
C20808,35,London,technician,single,tertiary,no,2852,yes,no
C20809,32,South East,technician,single,secondary,no,573,no,no
C20810,51,South East,others,married,primary,no,113,no,no
C20811,43,South East,technician,single,secondary,no,163,yes,no
C20813,50,East of England,management,married,tertiary,no,5,no,no
C20816,48,North West,others,married,secondary,no,1038,no,no
C20818,39,South East,technician,married,secondary,no,9,no,yes
C20819,31,North West,technician,single,secondary,no,5,no,no
C20820,51,North West,technician,married,secondary,no,936,no,no
C20821,41,North West,technician,married,secondary,no,655,yes,no
C20822,59,South East,retired,married,primary,no,290,no,no
C20823,45,South East,technician,married,secondary,no,167,no,no
C20824,52,West Midlands,technician,others,secondary,no,177,no,no
C20825,31,London,management,married,tertiary,no,181,no,no
C20826,32,North West,management,single,tertiary,no,1217,yes,no
C20827,38,London,technician,single,secondary,no,264,no,no
C20828,48,North West,others,married,primary,no,1035,no,no
C20829,39,North West,technician,married,tertiary,no,5085,yes,no
C20830,53, ,technician,married,secondary,no,10635,no,no
C20831,35,South East,technician,others,secondary,no,4127,yes,no
C20832,36,North West,management,single,tertiary,no,0,no,no
C20835,30,South East,technician,single,tertiary,no,0,yes,no
C20836,60,North West,others,married,primary,no,0,no,yes
C20837,40,South East,technician,married,secondary,no,110,no,no
C20838,33,South East,management,married,tertiary,no,847,yes,no
C20840,36,London,technician,others,secondary,no,2257,no,yes
C20842,47,South East,admin,married,secondary,no,381,no,no
C20844,57,East Midlands,others,married,primary,no,809,yes,no
C20845,58,South East,services,married,secondary,no,729,no,no
C20846,36,South East,management,married,tertiary,no,319,no,no
C20847,40,North West,management,others,tertiary,no,1002,yes,no
C20849,52,North West, ,married,secondary,no,10627,no,no
C20850,53, ,services,married,secondary,no,7174,no,no
C20851,43,North West,management,married,tertiary,no,2771,no,no
C20852,47,West Midlands,others,married,primary,no,3072,no,no
C20853,59,West Midlands,others,married,secondary,no,11691,no,no
C20854,59,East of England,retired,married,secondary,no,30171,no,no
C20855,33,London,management,others,tertiary,no,0,no,no
C20856,55,South West,technician,married,secondary,no,231,no,no
C20857,30,London,technician,single,tertiary,no,738,no,no
C20859,41,South East,management,others,tertiary,no,5034,yes,no
C20860,35,South East,management,others,tertiary,no,505,yes,no
C20861,34,North West,technician,married,secondary,no,-402,no,no
C20862,52,London,management,single,tertiary,no,647,no,no
C20864,41,London,technician,others,secondary,no,300,no,no
C20865,31,South East,management,single,tertiary,no,7457,no,no
C20866,40,North West,management,married,tertiary,no,166,no,no
C20867,44,West Midlands,management,others,tertiary,no,0,no,no
C20868,31,North West,technician,married,secondary,no,-351,no,no
C20869,30,South West,management,single,tertiary,no,879,no,no
C20870,50,North West,management,married,tertiary,no,465,no,no
C20873,56,North West,domestic worker,married,primary,no,22,no,no
C20874,30,South East,management,married,secondary,no,1020,yes,yes
C20875,48,South West,services,married,secondary,no,465,yes,yes
C20876,54,East of England,management,married,tertiary,no,684,no,no
C20878,59,London,retired,married,primary,no,1620,yes,yes
C20879,34,West Midlands,technician,single,secondary,no,19,no,no
C20881,39,East of England,others,married,primary,no,60,no,no
C20883,48,South East,admin,others,secondary,no,421,no,no
C20884,32,London,technician,married,secondary,no,231,no,yes
C20885,58,London,management,married,tertiary,no,4591,no,yes
C20887,32,London,technician,married,secondary,no,5956,no,no
C20888,30,East of England,entrepreneur,married,tertiary,no,426,no,no
C20890,47,North West,others,married,secondary,no,1515,no,no
C20892,56,South East,technician,others,secondary,no,1815,no,no
C20893,30,West Midlands,management,married,tertiary,no,451,no,no
C20894,30,South East,management,others,tertiary,no,53,no,no
C20895,35,London,technician,single,tertiary,no,412,yes,no
C20896,37,West Midlands,management,married,tertiary,no,1031,no,no
C20898,35,Yorkshire and the Humber,management,married,tertiary,no,1205,no,no
C20899,33,South East,technician,married,secondary,no,3,no,no
C20900,59,West Midlands,retired,married,primary,no,551,no,no
C20901,34,South East,technician,single,tertiary,no,2552,no,no
C20902,41,London,technician,single,tertiary,no,6266,no,no
C20903,42, ,management,married,tertiary,no,20,no,no
C20905,59,East of England,technician,married,secondary,no,4142,no,no
C20906,42,North West,technician,married,tertiary,no,1736,yes,yes
C20907,47,North West,domestic worker,married,secondary,no,677,no,no
C20909,50,South East,services,married,primary,no,14,yes,no
C20910,48,London,management,married,tertiary,no,851,no,no
C20911,40,North West,management,others,tertiary,no,957,no,no
C20912,35,London,management,married,tertiary,no,4048,no,no
C20914,47,East of England,services,married,primary,no,2097,yes,yes
C20915,60,London,management,married,secondary,no,15393,no,no
C20916,44,West Midlands,management,others,tertiary,no,3862,no,no
C20917,53,London,technician,married,secondary,no,116,no,no
C20918,32,South East,management,married,tertiary,no,1764,no,no
C20920,30,South West,technician,single,tertiary,no,206,no,no
C20921,51,South East,technician,married,secondary,no,497,no,no
C20922,56,South East,management,married,tertiary,no,19043,no,no
C20923,30,North West,management,single,tertiary,no,1903,yes,no
C20924,47,East of England,others,married,secondary,no,1187,no,no
C20925,56,West Midlands,others,married,primary,no,462,yes,no
C20926,54,South East,services,married,secondary,no,7414,no,no
C20927,36,London,management,single,tertiary,no,235,no,no
C20928,34,West Midlands,management,married,tertiary,no,117,yes,no
C20929,36,South East,management,married,tertiary,no,460,no,no
C20931,30,South East,admin,married,tertiary,no,734,no,no
C20932,42,North West,technician,married,tertiary,no,1583,no,no
C20936,37,Yorkshire and the Humber,management,single,tertiary,no,529,yes,no
C20937,59,South West,management,single,tertiary,no,795,no,no
C20939,38,London,management,married,tertiary,no,140,no,no
C20940,45,Yorkshire and the Humber,others,married,secondary,no,280,no,no
C20941,40,West Midlands,domestic worker,married,secondary,no,190,no,no
C20942,42,London,technician,married,secondary,no,1576,no,no
C20943,42,North West,management,single,tertiary,no,610,no,no
C20944,58,London,retired,married,secondary,no,9688,no,no
C20945,50,West Midlands,others,others,primary,no,199,no,no
C20946,48,South East,admin,married,,no,4367,no,no
C20947,52,London,technician,others,secondary,no,-649,no,no
C20949,40,South East,management,married,tertiary,no,10351,yes,no
C20950,31,London,management,married,tertiary,no,595,yes,no
C20951,35, ,management,married,tertiary,no,207,no,no
C20952,38,East of England,management,single,tertiary,no,2462,no,no
C20954,48,South East,domestic worker,married,primary,no,545,no,no
C20956,30,East of England,technician,single,secondary,no,186,no,no
C20957,54,East of England,services,married,secondary,no,1010,no,no
C20958,34,North West,technician,married,secondary,no,1050,yes,no
C20961,42,North West,technician,married,secondary,no,31,no,no
C20963,38,London,management,single,tertiary,no,2853,yes,no
C20964,40,South East,domestic worker,married,secondary,no,1005,no,no
C20965,34,North West,technician,others,secondary,no,-377,no,no
C20967,39,East of England,admin,others,secondary,no,464,yes,yes
C20968,33,London,technician,married,secondary,no,721,no,no
C20969,57,Yorkshire and the Humber,technician,others,secondary,no,3538,no,no
C20970,37,West Midlands,technician,others,secondary,no,3123,no,no
C20971,53,London,others,married,secondary,no,497,no,yes
C20974,59,South East,others,married,primary,no,3560,yes,no
C20976,42,North West,technician,married,tertiary,no,15593,no,yes
C20979,48,South East,technician,married,tertiary,no,753,no,no
C20982,35,Yorkshire and the Humber,technician,single,secondary,no,1997,no,no
C20983,57,London,others,married,primary,no,314,no,no
C20984,36,London,technician,married,secondary,no,2784,no,no
C20985,43,London,management,others,tertiary,no,2115,no,yes
C20986,41,West Midlands,management,others,tertiary,no,23813,no,no
C20988,40,North West,domestic worker,married,secondary,no,5360,no,no
C20989,47,South East,technician,others,secondary,no,803,no,no
C20991,35,Yorkshire and the Humber,technician,single,tertiary,no,878,no,no
C20992,48,South East,management,married,tertiary,no,2905,no,no
C20994,56,West Midlands,technician,married,secondary,no,2401,no,no
C20995,55,North West,services,married,tertiary,no,74,yes,yes
C20996,31,South East,self-employed,married,tertiary,no,481,no,no
C20997,43,London,management,married,tertiary,no,284,no,no
C20998,44,North West,management,married,tertiary,no,8076,no,no
C21000,54,London,services,married,secondary,no,152,no,no
C21001,56,East of England,entrepreneur,others,secondary,no,208,no,no
C21002,35,South East,management,single,secondary,no,1383,no,yes
C21003,30,East of England,technician,married,tertiary,no,1058,no,no
C21004,37,South East,management,single,tertiary,no,152,no,no
C21010,34,East of England,technician,single,secondary,yes,-16,no,no
C21011,59,South East,technician,married,secondary,no,367,no,no
C21012,39,North West,technician,married,tertiary,no,115,no,no
C21013,57,North West,retired,married,secondary,no,222,no,no
C21014,47,East of England,technician,others,secondary,no,3298,no,yes
C21016,50,North West,management,single,tertiary,no,570,no,no
C21019,32,North West,technician,single,tertiary,no,1207,no,no
C21020,40,South East,technician,single,tertiary,no,627,no,no
C21021,34,London,technician,married,tertiary,no,9336,yes,no
C21022,44,North West,entrepreneur,married,tertiary,no,726,no,no
C21024,33,West Midlands,technician,single,tertiary,no,0,no,no
C21025,58,London,retired,married,secondary,no,219,no,no
C21026,60,West Midlands,services,married,secondary,no,3323,no,no
C21027,35,North East,management,single,tertiary,no,0,no,yes
C21028,36,London,technician,single,tertiary,no,356,no,no
C21032,30,North West,services,single,tertiary,no,836,no,yes
C21034,37,South East,management,married,tertiary,no,5037,no,no
C21036,59,North West,management,married,tertiary,no,2159,no,no
C21037,34,South East,management,single,tertiary,no,2564,no,no
C21038,49,East of England,others,married,secondary,no,374,no,no
C21039,41,South East,others,others,secondary,no,451,no,no
C21040,52,North West,others,married,,no,59,no,no
C21042,35,North West,domestic worker,married,secondary,no,576,no,no
C21044,31,North West,management,single,tertiary,no,2590,no,no
C21045,32,East of England,technician,married,tertiary,no,1097,no,no
C21047,42,North West,management,others,tertiary,no,285,no,no
C21048,48,East of England,management,married,tertiary,no,1563,yes,yes
C21050,56,East of England,retired,married,tertiary,no,943,no,no
C21053,30,South East,management,married,tertiary,no,4677,no,no
C21054,35,South East,management,single,tertiary,no,385,no,no
C21055,47,South East,technician,married,secondary,no,-10,no,no
C21057,54,South East,entrepreneur,married,tertiary,no,401,no,no
C21058,39,West Midlands,technician,married,secondary,no,362,no,no
C21059,30,North West,management,single,secondary,no,157,no,no
C21060,33,London,technician,single,secondary,no,3795,no,no
C21061,58,South East,management,married,tertiary,no,420,no,no
C21062,60,South East,domestic worker,married,primary,no,1031,no,no
C21063,54,West Midlands,management,others,tertiary,no,3747,no,no
C21064,55,London,services,married,secondary,no,4957,no,no
C21065,51, ,domestic worker,married,secondary,no,499,no,no
C21066,45,South East,admin,married,secondary,no,0,no,no
C21068,47,North West,others,married,primary,no,783,no,yes
C21069,39,London,management,others,tertiary,no,1613,yes,no
C21070,32,West Midlands,management,single,tertiary,no,4205,no,no
C21071,46,East of England,others,married,primary,no,753,no,no
C21073,52,London,others,married,primary,no,2266,no,no
C21074,30,South East,management,single,tertiary,no,388,no,no
C21075,51,London,services,married,secondary,no,321,no,no
C21076,59,London,management,married,secondary,no,1187,no,no
C21080,55,North West,others,married,,no,248,no,no
C21081,34, ,domestic worker,married,primary,no,3406,no,no
C21082,39,South East,technician,single,secondary,no,119,yes,no
C21083,45,North West,others,married,,no,681,no,no
C21084,42,South West,self-employed,married,secondary,no,79,no,no
C21086,51,East of England,technician,married,tertiary,no,5180,no,no
C21087,40,South East,technician,single,secondary,no,687,no,yes
C21088,47,South East,others,married,secondary,no,270,yes,yes
C21090,44,North West,domestic worker,married,primary,no,1026,no,no
C21091,30,West Midlands,technician,single,secondary,yes,-355,no,yes
C21092,46,South East,services,married,secondary,no,1763,no,no
C21093,61,South East,others,married,primary,no,1297,no,no
C21094,59,North West,retired,married,primary,no,53,no,no
C21095,50,North West,admin,married,secondary,no,810,no,no
C21097,31,East of England,management,married,tertiary,no,2726,yes,no
C21099,56,London,others,married,secondary,no,1301,yes,no
C21100,58,North West,retired,married,primary,no,3,no,no
C21102,33,Yorkshire and the Humber,management,single,tertiary,no,741,no,no
C21104,43,South East,management,married,tertiary,no,4670,yes,no
C21105,36,East of England,technician,single,secondary,no,370,no,no
C21106,45,North West,domestic worker,married,primary,no,0,no,no
C21107,48, ,management,single,tertiary,no,5300,no,no
C21108,38,London,management,married,tertiary,no,-579,no,no
C21110,45,South East,others,married,secondary,no,0,no,no
C21111,43,London,management,married,tertiary,no,3042,yes,no
C21112,46,East of England,others,married,primary,no,2463,no,no
C21113,33,North West,technician,single,tertiary,no,3785,no,no
C21114,43,South East,self-employed,married,tertiary,no,492,no,no
C21115,49,London,services,married,secondary,no,1528,no,no
C21116,60,London,management,married,tertiary,no,883,no,no
C21119,48,North West,management,married,secondary,no,164,no,no
C21122,32,North West,management,married,tertiary,no,2731,no,no
C21123,30,South East,management,married,tertiary,no,0,no,no
C21125,60,South East,domestic worker,married,,no,571,no,no
C21128,46,East of England,others,married,primary,no,1783,no,yes
C21129,46,North West,others,married,secondary,no,0,no,no
C21130,33,South East,technician,married,secondary,no,991,no,no
C21132,34,London,domestic worker,married,tertiary,no,466,no,no
C21135,46,North West,self-employed,married,primary,no,3793,no,no
C21136,48,North West,services,married,secondary,no,349,no,no
C21137,57,Yorkshire and the Humber,retired,married,secondary,no,7686,no,no
C21138,44,South East,technician,others,secondary,no,0,yes,yes
C21139,38,London,technician,married,secondary,no,194,no,no
C21140,32,London,technician,married,secondary,no,-1,no,no
C21143,34,North West,management,married,tertiary,no,3524,no,no
C21144,33,South East,domestic worker,married,secondary,no,9,yes,no
C21145,36,South East,management,married,tertiary,no,2552,no,no
C21146,47,West Midlands,services,married,secondary,no,-174,no,no
C21147,56,South East,others,married,primary,no,9492,no,no
C21148,44,South East,technician,married,tertiary,no,0,no,no
C21149,49,South East,others,married,,no,350,no,no
C21150,60,West Midlands,management,married,tertiary,no,3938,no,no
C21151,31,North West,technician,single,secondary,no,37056,no,no
C21153,47,London,admin,married,secondary,no,360,yes,yes
C21155,44,East of England,management,others,tertiary,no,403,yes,yes
C21156,57,South East,others,married,secondary,no,5345,yes,no
C21157,51,North West,management,married,tertiary,no,30065,no,no
C21158,42,North West,self-employed,married,secondary,no,0,no,no
C21160,42,South East,technician,married,secondary,no,800,no,no
C21161,52, ,technician,married,tertiary,no,121,no,no
C21164,34,London,technician,single,secondary,no,144,no,no
C21165,30,South East,management,single,tertiary,no,476,yes,no
C21166,30,South East,services,single,secondary,no,219,no,no
C21168,32,West Midlands,self-employed,married,tertiary,no,1702,no,no
C21170,51,North West,management,married,tertiary,no,-1037,yes,yes
C21172,51,London,management,others,tertiary,no,83,yes,no
C21173,36,London,technician,married,secondary,no,541,no,no
C21174,58,London,others,married,primary,no,574,no,no
C21175,45,North West,services,married,secondary,no,659,yes,no
C21176,33,North West,management,married,tertiary,no,5498,no,no
C21178,34,West Midlands,management,married,tertiary,no,1467,no,no
C21179,58,South East,self-employed,married,tertiary,no,679,yes,no
C21180,34,South East,management,others,tertiary,no,0,no,no
C21181,30,East of England,technician,single,tertiary,no,0,no,yes
C21182,34,London,technician,married,secondary,no,1027,no,no
C21183,30,North West,technician,single,secondary,no,826,no,no
