custID,contact,duration,response
C20914,virtual assistant,82,no
C20915,virtual assistant,418,no
C20916,virtual assistant,73,no
C20917,virtual assistant,205,no
C20918,virtual assistant,202,no
C20920,virtual assistant,109,no
C20921,virtual assistant,233,no
C20922,virtual assistant,107,no
C20923,virtual assistant,163,no
C20924,virtual assistant,399,no
C20925,virtual assistant,240,no
C20926,virtual assistant,274,no
C20927,virtual assistant,150,no
C20928,virtual assistant,209,no
C20929,virtual assistant,67,no
C20931,virtual assistant,293,no
C20932,virtual assistant,75,no
C20936,virtual assistant,904,yes
C20937,virtual assistant,48,no
C20939,virtual assistant,449,no
C20940,virtual assistant,536,no
C20941,virtual assistant,158,no
C20942,virtual assistant,113,no
C20943,virtual assistant,127,no
C20944,virtual assistant,740,no
C20945,virtual assistant,75,no
C20946,virtual assistant,65,no
C20947,virtual assistant,152,no
C20949,virtual assistant,464,no
C20950,virtual assistant,96,no
C20951,virtual assistant,76,no
C20952,virtual assistant,81,no
C20954,virtual assistant,103,no
C20956,virtual assistant,90,no
C20957,virtual assistant,152,no
C20958,virtual assistant,67,no
C20961,virtual assistant,259,no
C20963,virtual assistant,373,no
C20964,virtual assistant,36,no
C20965,virtual assistant,166,no
C20967,virtual assistant,133,no
C20968,virtual assistant,106,no
C20969,virtual assistant,707,yes
C20970,virtual assistant,144,no
C20971,virtual assistant,360,no
C20974,virtual assistant,87,no
C20976,virtual assistant,149,no
C20979,virtual assistant,85,no
C20982,virtual assistant,206,no
C20983,virtual assistant,526,no
C20984,virtual assistant,184,no
C20985,virtual assistant,41,no
C20986,virtual assistant,229,no
C20988,virtual assistant,154,no
C20989,virtual assistant,103,no
C20991,virtual assistant,125,no
C20992,virtual assistant,98,no
C20994,virtual assistant,71,no
C20995,virtual assistant,151,no
C20996,virtual assistant,169,no
C20997,virtual assistant,167,no
C20998,virtual assistant,114,no
C21000,virtual assistant,252,no
C21001,virtual assistant,47,no
C21002,virtual assistant,92,no
C21003,virtual assistant,228,no
C21004,phone,293,no
C21010,virtual assistant,85,no
C21011,virtual assistant,200,no
C21012,virtual assistant,170,no
C21013,virtual assistant,127,no
C21014,virtual assistant,10,no
C21016,virtual assistant,273,no
C21019,virtual assistant,128,no
C21020,virtual assistant,121,no
C21021,virtual assistant,593,yes
C21022,phone,552,yes
C21024,virtual assistant,93,no
C21025,virtual assistant,141,no
C21026,virtual assistant,155,no
C21027,virtual assistant,370,no
C21028,virtual assistant,111,no
C21032,virtual assistant,38,no
C21034,virtual assistant,213,no
C21036,virtual assistant,128,no
C21037,virtual assistant,635,no
C21038,virtual assistant,356,no
C21039,virtual assistant,605,no
C21040,virtual assistant,935,no
C21042,virtual assistant,414,no
C21044,virtual assistant,95,no
C21045,virtual assistant,127,no
C21047,virtual assistant,103,no
C21048,virtual assistant,69,no
C21050,virtual assistant,148,no
C21053,virtual assistant,214,no
C21054,virtual assistant,857,yes
C21055,virtual assistant,457,no
C21057,virtual assistant,183,no
C21058,virtual assistant,240,no
C21059,virtual assistant,112,no
C21060,virtual assistant,423,no
C21061,virtual assistant,503,no
C21062,virtual assistant,95,no
C21063,virtual assistant,67,no
C21064,virtual assistant,93,no
C21065,virtual assistant,230,no
C21066,virtual assistant,113,no
C21068,virtual assistant,106,no
C21069,virtual assistant,373,no
C21070,virtual assistant,165,no
C21071,virtual assistant,59,no
C21073,virtual assistant,108,no
C21074,virtual assistant,144,no
C21075,virtual assistant,80,no
C21076,virtual assistant,89,no
C21080,virtual assistant,406,no
C21081,virtual assistant,518,yes
C21082,virtual assistant,272,no
C21083,virtual assistant,168,no
C21084,virtual assistant,314,no
C21086,phone,85,no
C21087,virtual assistant,87,no
C21088,virtual assistant,90,no
C21090,phone,187,no
C21091,virtual assistant,108,no
C21092,virtual assistant,133,no
C21093,virtual assistant,197,no
C21094,virtual assistant,78,no
C21095,virtual assistant,118,no
C21097,virtual assistant,221,no
C21099,virtual assistant,265,no
C21100,virtual assistant,158,no
C21102,virtual assistant,206,no
C21104,virtual assistant,159,no
C21105,virtual assistant,924,no
C21106,virtual assistant,195,no
C21107,virtual assistant,145,no
C21108,virtual assistant,85,no
C21110,virtual assistant,215,no
C21111,virtual assistant,301,no
C21112,phone,64,no
C21113,phone,214,no
C21114,virtual assistant,3322,no
C21115,virtual assistant,834,yes
C21116,virtual assistant,136,no
C21119,virtual assistant,208,no
C21122,virtual assistant,134,no
C21123,virtual assistant,95,no
C21125,virtual assistant,503,no
C21128,virtual assistant,168,no
C21129,virtual assistant,61,no
C21130,virtual assistant,388,no
C21132,virtual assistant,448,no
C21135,virtual assistant,77,no
C21136,virtual assistant,350,no
C21137,virtual assistant,449,no
C21138,virtual assistant,388,no
C21139,virtual assistant,145,no
C21140,virtual assistant,153,no
C21143,virtual assistant,94,no
C21144,virtual assistant,425,no
C21145,virtual assistant,377,no
C21146,virtual assistant,52,no
C21147,virtual assistant,1231,yes
C21148,virtual assistant,41,no
C21149,virtual assistant,789,no
C21150,virtual assistant,636,no
C21151,phone,34,no
C21153,phone,128,no
C21155,virtual assistant,63,no
C21156,virtual assistant,170,no
C21157,virtual assistant,129,no
C21158,virtual assistant,277,no
C21160,virtual assistant,38,no
C21161,virtual assistant,244,no
C21164,phone,31,no
C21165,virtual assistant,120,no
C21166,virtual assistant,49,no
C21168,phone,133,no
C21170,virtual assistant,248,no
C21172,virtual assistant,178,no
C21173,virtual assistant,85,no
C21174,virtual assistant,171,no
C21175,phone,234,no
C21176,virtual assistant,110,no
C21178,virtual assistant,478,no
C21179,virtual assistant,124,no
C21180,virtual assistant,227,no
C21181,phone,226,no
C21182,virtual assistant,163,no
C21183,virtual assistant,306,no
C21185,phone,137,no
C21186,virtual assistant,244,no
C21188,virtual assistant,386,no
C21189,virtual assistant,110,no
C21191,virtual assistant,286,no
C21192,phone,119,no
C21193,virtual assistant,109,no
C21194,virtual assistant,86,no
C21195,virtual assistant,210,no
C21196,virtual assistant,126,no
C21198,virtual assistant,253,no
C21199,virtual assistant,390,no
C21200,virtual assistant,204,no
C21201,virtual assistant,45,no
C21202,virtual assistant,109,no
C21204,virtual assistant,1579,yes
C21205,virtual assistant,96,no
C21206,virtual assistant,1871,yes
C21209,virtual assistant,90,no
C21212,virtual assistant,139,no
C21215,virtual assistant,671,yes
C21216,virtual assistant,71,no
C21217,virtual assistant,54,no
C21218,virtual assistant,48,no
C21220,virtual assistant,82,no
C21221,virtual assistant,299,no
C21222,virtual assistant,100,no
C21223,virtual assistant,92,no
C21225,virtual assistant,638,yes
C21226,virtual assistant,594,yes
C21227,virtual assistant,625,yes
C21228,virtual assistant,105,no
C21229,virtual assistant,180,no
C21230,virtual assistant,140,no
C21231,virtual assistant,458,no
C21232,virtual assistant,195,no
C21233,virtual assistant,87,no
C21234,virtual assistant,197,no
C21235,virtual assistant,203,no
C21237,virtual assistant,68,no
C21238,virtual assistant,251,no
C21239,phone,138,no
C21240,virtual assistant,105,no
C21241,virtual assistant,108,no
C21242,virtual assistant,113,no
C21246,virtual assistant,115,no
C21247,virtual assistant,341,no
C21248,virtual assistant,26,no
C21249,virtual assistant,151,no
C21250,virtual assistant,313,no
C21252,virtual assistant,393,no
C21253,virtual assistant,111,no
C21254,virtual assistant,84,no
C21255,phone,51,no
C21256,virtual assistant,116,no
C21257,virtual assistant,73,no
C21258,virtual assistant,528,yes
C21260,virtual assistant,70,no
C21261,virtual assistant,151,no
C21262,virtual assistant,146,no
C21264,virtual assistant,74,no
C21265,virtual assistant,452,no
C21266,virtual assistant,34,no
C21267,virtual assistant,113,no
C21268,virtual assistant,122,no
C21269,virtual assistant,48,no
C21270,virtual assistant,80,no
C21271,virtual assistant,94,no
C21272,virtual assistant,70,no
C21274,virtual assistant,61,no
C21279,virtual assistant,91,no
C21280,virtual assistant,92,no
C21282,virtual assistant,115,no
C21283,virtual assistant,121,no
C21285,virtual assistant,69,no
C21286,virtual assistant,98,no
C21288,virtual assistant,104,no
C21291,virtual assistant,100,no
C21292,virtual assistant,27,no
C21293,virtual assistant,104,no
C21295,virtual assistant,166,no
C21296,virtual assistant,113,no
C21297,virtual assistant,309,yes
C21298,virtual assistant,124,no
C21299,virtual assistant,207,no
C21300,virtual assistant,90,no
C21301,virtual assistant,98,no
C21302,virtual assistant,100,no
C21303,virtual assistant,219,no
C21304,virtual assistant,129,no
C21305,virtual assistant,128,no
C21306,virtual assistant,75,no
C21307,virtual assistant,75,no
C21308,virtual assistant,67,no
C21309,virtual assistant,111,no
C21311,virtual assistant,96,no
C21313,virtual assistant,111,no
C21314,virtual assistant,585,no
C21315,virtual assistant,140,no
C21317,virtual assistant,98,no
C21318,virtual assistant,129,no
C21320,virtual assistant,147,no
C21321,virtual assistant,134,no
C21322,virtual assistant,431,no
C21323,phone,63,no
C21324,virtual assistant,29,no
C21326,virtual assistant,697,yes
C21327,virtual assistant,168,no
C21328,phone,212,no
C21329,phone,253,no
C21330,virtual assistant,280,no
C21332,virtual assistant,169,no
C21333,phone,209,no
C21334,virtual assistant,119,no
C21335,phone,161,no
C21337,phone,29,no
C21338,phone,79,no
C21339,virtual assistant,192,no
C21340,phone,199,no
C21341,virtual assistant,144,no
C21342,phone,331,no
C21343,virtual assistant,111,no
C21344,virtual assistant,471,no
C21346,virtual assistant,58,no
C21347,virtual assistant,68,no
C21352,virtual assistant,128,no
C21353,virtual assistant,170,no
C21355,phone,268,no
C21357,virtual assistant,80,no
C21358,virtual assistant,52,no
C21359,virtual assistant,254,no
C21360,phone,201,no
C21361,virtual assistant,150,no
C21362,virtual assistant,70,no
C21363,virtual assistant,204,no
C21364,virtual assistant,130,no
C21365,virtual assistant,191,no
C21366,virtual assistant,781,no
C21369,virtual assistant,80,no
C21370,virtual assistant,91,no
C21371,phone,280,no
C21372,phone,212,no
C21373,virtual assistant,143,no
C21374,virtual assistant,93,no
C21376,virtual assistant,271,no
C21379,virtual assistant,514,no
C21380,virtual assistant,75,no
C21381,virtual assistant,392,no
C21383,virtual assistant,151,no
C21384,virtual assistant,150,no
C21385,virtual assistant,215,no
C21386,virtual assistant,547,no
C21387,virtual assistant,85,no
C21388,virtual assistant,520,yes
C21389,virtual assistant,86,no
C21390,virtual assistant,22,no
C21391,virtual assistant,75,no
C21392,virtual assistant,134,no
C21393,virtual assistant,82,no
C21395,virtual assistant,256,no
C21396,virtual assistant,249,no
C21398,virtual assistant,384,yes
C21400,virtual assistant,201,no
C21401,virtual assistant,64,no
C21402,virtual assistant,261,no
C21403,virtual assistant,1576,yes
C21404,virtual assistant,155,no
C21407,virtual assistant,103,no
C21408,virtual assistant,178,no
C21409,virtual assistant,504,yes
C21410,virtual assistant,16,no
C21411,virtual assistant,135,no
C21412,virtual assistant,202,no
C21414,virtual assistant,149,no
C21415,virtual assistant,1364,no
C21416,virtual assistant,998,yes
C21417,virtual assistant,166,no
C21420,virtual assistant,207,no
C21423,virtual assistant,194,yes
C21424,virtual assistant,221,no
C21425,virtual assistant,192,no
C21426,virtual assistant,304,no
C21427,virtual assistant,124,no
C21428,virtual assistant,67,no
C21431,virtual assistant,457,no
C21432,virtual assistant,885,no
C21433,virtual assistant,405,no
C21435,virtual assistant,395,no
C21436,virtual assistant,312,no
C21437,virtual assistant,26,no
C21439,virtual assistant,92,no
C21441,virtual assistant,76,no
C21443,virtual assistant,296,no
C21445,virtual assistant,87,no
C21446,virtual assistant,243,no
C21447,virtual assistant,835,no
C21448,virtual assistant,205,no
C21449,virtual assistant,724,yes
C21450,virtual assistant,445,no
C21451,virtual assistant,244,no
C21452,virtual assistant,212,no
C21453,virtual assistant,119,no
C21454,virtual assistant,709,no
C21456,virtual assistant,241,no
C21457,virtual assistant,314,no
C21459,virtual assistant,127,no
C21460,virtual assistant,729,no
C21461,virtual assistant,285,no
C21463,virtual assistant,242,no
C21464,virtual assistant,82,no
C21465,phone,238,no
C21466,virtual assistant,189,no
C21467,virtual assistant,129,no
C21468,virtual assistant,157,no
C21469,virtual assistant,195,no
C21470,virtual assistant,199,no
C21471,virtual assistant,298,no
C21472,virtual assistant,43,no
C21473,virtual assistant,273,no
C21474,virtual assistant,37,no
C21475,virtual assistant,693,no
C21476,virtual assistant,99,no
C21477,virtual assistant,139,no
C21478,virtual assistant,97,no
C21479,virtual assistant,78,no
C21482,virtual assistant,120,no
C21483,virtual assistant,607,no
C21484,virtual assistant,141,no
C21485,virtual assistant,81,no
C21486,virtual assistant,123,no
C21487,virtual assistant,116,no
C21489,virtual assistant,58,no
C21491,virtual assistant,122,no
C21492,virtual assistant,286,no
C21493,virtual assistant,645,yes
C21494,virtual assistant,316,no
C21495,virtual assistant,177,no
C21498,virtual assistant,112,no
C21499,virtual assistant,54,no
C21501,virtual assistant,133,no
C21502,virtual assistant,134,no
C21504,virtual assistant,78,no
C21505,virtual assistant,162,no
C21506,virtual assistant,118,no
C21507,virtual assistant,432,no
C21508,virtual assistant,331,no
C21510,virtual assistant,70,no
C21513,virtual assistant,166,no
C21515,virtual assistant,55,no
C21516,virtual assistant,103,no
C21517,virtual assistant,215,no
C21518,virtual assistant,104,no
C21522,virtual assistant,96,no
C21524,virtual assistant,276,no
C21525,virtual assistant,671,no
C21526,virtual assistant,83,no
C21527,virtual assistant,189,no
C21528,virtual assistant,144,no
C21530,virtual assistant,51,no
C21531,virtual assistant,344,no
C21532,virtual assistant,91,no
C21534,virtual assistant,490,no
C21535,virtual assistant,75,no
C21536,virtual assistant,134,no
C21537,virtual assistant,141,no
C21538,virtual assistant,295,no
C21539,virtual assistant,198,no
C21540,virtual assistant,199,no
C21541,virtual assistant,92,no
C21542,virtual assistant,504,no
C21544,virtual assistant,101,no
C21546,virtual assistant,121,no
C21548,virtual assistant,153,no
C21549,virtual assistant,1293,yes
C21550,virtual assistant,359,no
C21552,virtual assistant,74,no
C21553,virtual assistant,227,no
C21554,virtual assistant,129,no
C21555,virtual assistant,125,no
C21557,virtual assistant,101,no
C21558,virtual assistant,128,no
C21559,virtual assistant,193,no
C21560,virtual assistant,260,no
C21561,virtual assistant,133,no
C21562,virtual assistant,501,no
C21563,virtual assistant,131,no
C21566,virtual assistant,339,no
C21567,virtual assistant,143,no
C21569,virtual assistant,256,no
C21572,virtual assistant,290,no
C21573,virtual assistant,80,no
C21574,virtual assistant,58,no
C21577,virtual assistant,145,no
C21578,virtual assistant,145,no
C21579,virtual assistant,126,no
C21581,virtual assistant,204,no
C21582,virtual assistant,178,no
C21584,virtual assistant,160,no
C21585,virtual assistant,118,no
C21586,virtual assistant,97,no
C21587,virtual assistant,391,no
C21588,virtual assistant,130,no
C21589,virtual assistant,276,no
C21590,virtual assistant,159,no
C21591,virtual assistant,452,no
C21592,virtual assistant,129,no
C21593,virtual assistant,164,no
C21594,virtual assistant,195,no
C21595,virtual assistant,167,no
C21596,virtual assistant,117,no
C21599,virtual assistant,194,no
C21602,virtual assistant,175,no
C21603,virtual assistant,419,no
C21604,virtual assistant,190,no
C21605,virtual assistant,109,no
C21606,virtual assistant,323,no
C21607,virtual assistant,409,no
C21608,virtual assistant,176,no
C21609,virtual assistant,406,no
C21610,virtual assistant,92,no
C21611,virtual assistant,113,no
C21612,virtual assistant,222,no
C21613,virtual assistant,183,no
C21614,virtual assistant,90,no
C21615,virtual assistant,188,no
C21616,virtual assistant,275,no
C21617,virtual assistant,96,no
C21618,virtual assistant,21,no
C21619,virtual assistant,163,no
C21620,virtual assistant,28,no
C21624,virtual assistant,129,no
C21625,virtual assistant,35,no
C21626,virtual assistant,119,no
C21627,virtual assistant,74,no
C21628,virtual assistant,687,yes
C21629,virtual assistant,224,no
C21630,virtual assistant,292,no
C21631,virtual assistant,289,no
C21632,virtual assistant,163,no
C21633,virtual assistant,155,no
C21634,virtual assistant,73,no
C21636,virtual assistant,299,no
C21637,virtual assistant,209,no
C21638,virtual assistant,131,no
C21639,virtual assistant,587,no
C21641,virtual assistant,191,no
C21642,virtual assistant,274,no
C21644,virtual assistant,95,no
C21645,virtual assistant,220,no
C21646,virtual assistant,168,no
C21648,virtual assistant,12,no
C21650,virtual assistant,120,no
C21651,unknown,69,no
C21652,virtual assistant,82,no
C21653,virtual assistant,119,no
C21654,virtual assistant,258,no
C21655,virtual assistant,195,no
C21657,virtual assistant,105,no
C21658,virtual assistant,387,no
C21659,virtual assistant,243,no
C21660,virtual assistant,377,no
C21663,virtual assistant,103,no
C21664,virtual assistant,281,no
C21665,virtual assistant,110,no
C21667,virtual assistant,111,no
C21668,virtual assistant,528,no
C21669,virtual assistant,144,no
C21670,virtual assistant,292,no
C21672,virtual assistant,102,no
C21673,virtual assistant,92,no
C21674,virtual assistant,124,no
C21675,virtual assistant,142,no
C21676,virtual assistant,79,no
C21677,virtual assistant,153,no
C21678,virtual assistant,98,no
C21679,virtual assistant,551,no
C21680,virtual assistant,97,no
C21682,virtual assistant,386,no
C21683,virtual assistant,349,no
C21684,virtual assistant,358,no
C21687,virtual assistant,245,no
C21688,virtual assistant,168,no
C21689,virtual assistant,111,no
C21690,virtual assistant,288,no
C21692,virtual assistant,280,no
C21693,virtual assistant,15,no
C21694,virtual assistant,824,no
C21695,virtual assistant,451,no
C21696,virtual assistant,99,no
C21697,virtual assistant,486,no
C21699,virtual assistant,53,no
C21700,virtual assistant,40,no
C21701,virtual assistant,328,no
C21702,virtual assistant,19,no
C21703,virtual assistant,144,no
C21704,virtual assistant,42,no
C21705,virtual assistant,1059,no
C21706,virtual assistant,117,no
C21707,virtual assistant,1032,yes
C21708,virtual assistant,141,no
C21709,virtual assistant,153,no
C21710,virtual assistant,98,no
C21711,virtual assistant,202,no
C21712,virtual assistant,294,no
C21713,virtual assistant,130,no
C21714,virtual assistant,729,no
C21716,phone,18,no
C21717,virtual assistant,285,no
C21718,virtual assistant,367,no
C21720,virtual assistant,87,no
C21721,virtual assistant,86,no
C21723,virtual assistant,155,no
C21724,virtual assistant,88,no
C21725,virtual assistant,220,no
C21727,virtual assistant,88,no
C21728,virtual assistant,199,no
C21729,virtual assistant,211,no
C21730,virtual assistant,173,no
C21732,virtual assistant,44,no
C21735,virtual assistant,271,no
C21736,virtual assistant,59,no
C21737,virtual assistant,61,no
C21740,virtual assistant,118,no
C21741,virtual assistant,392,no
C21743,virtual assistant,82,no
C21744,virtual assistant,109,no
C21745,virtual assistant,78,no
C21747,virtual assistant,121,no
C21748,virtual assistant,97,no
C21750,virtual assistant,329,no
C21751,virtual assistant,221,no
C21752,phone,105,no
C21753,virtual assistant,268,no
C21754,virtual assistant,160,no
C21757,virtual assistant,599,no
C21758,virtual assistant,290,yes
C21760,virtual assistant,629,no
C21763,virtual assistant,119,no
C21764,virtual assistant,308,no
C21765,virtual assistant,609,no
C21766,virtual assistant,147,no
C21768,virtual assistant,199,no
C21769,virtual assistant,219,no
C21770,virtual assistant,386,no
C21771,virtual assistant,112,no
C21772,virtual assistant,173,no
C21774,virtual assistant,207,no
C21775,virtual assistant,347,no
C21776,virtual assistant,256,no
C21778,virtual assistant,207,no
C21779,virtual assistant,187,no
C21780,virtual assistant,166,no
C21781,virtual assistant,152,no
C21782,virtual assistant,836,yes
C21783,virtual assistant,242,no
C21785,phone,132,no
C21786,virtual assistant,561,no
C21787,virtual assistant,159,no
C21788,virtual assistant,1200,no
C21789,virtual assistant,173,no
C21790,virtual assistant,695,no
C21791,virtual assistant,103,no
C21792,unknown,480,yes
C21793,virtual assistant,46,no
C21794,virtual assistant,108,no
C21795,virtual assistant,131,no
C21798,virtual assistant,83,no
C21799,virtual assistant,582,no
C21800,virtual assistant,68,no
C21803,virtual assistant,117,no
C21804,virtual assistant,143,no
C21805,virtual assistant,183,no
C21806,virtual assistant,216,no
C21807,virtual assistant,143,no
C21808,virtual assistant,43,no
C21809,virtual assistant,154,no
C21810,virtual assistant,261,no
C21811,virtual assistant,649,yes
C21812,virtual assistant,155,no
C21813,virtual assistant,162,no
C21814,virtual assistant,30,no
C21815,virtual assistant,89,no
C21816,virtual assistant,50,no
C21818,virtual assistant,181,no
C21819,virtual assistant,142,no
C21820,virtual assistant,223,no
C21821,virtual assistant,55,no
C21823,virtual assistant,160,no
C21824,virtual assistant,120,no
C21825,virtual assistant,121,no
C21826,virtual assistant,256,no
C21827,virtual assistant,322,no
C21828,virtual assistant,156,no
C21829,virtual assistant,50,no
C21830,virtual assistant,132,no
C21834,virtual assistant,212,no
C21835,virtual assistant,329,no
C21836,virtual assistant,239,no
C21839,virtual assistant,257,no
C21840,virtual assistant,25,no
C21842,virtual assistant,391,no
C21843,virtual assistant,127,no
C21844,virtual assistant,138,no
C21845,virtual assistant,228,no
C21846,virtual assistant,128,no
C21847,virtual assistant,140,no
C21850,virtual assistant,340,no
C21851,virtual assistant,157,no
C21853,virtual assistant,84,no
C21854,virtual assistant,113,no
C21855,virtual assistant,500,no
C21856,virtual assistant,179,no
C21857,virtual assistant,53,no
C21858,virtual assistant,155,no
C21861,virtual assistant,70,no
C21862,virtual assistant,231,no
C21863,virtual assistant,124,no
C21864,virtual assistant,158,no
C21867,virtual assistant,98,no
C21868,virtual assistant,289,no
C21869,virtual assistant,110,no
C21870,virtual assistant,428,no
C21871,virtual assistant,123,no
C21872,virtual assistant,328,no
C21873,virtual assistant,193,no
C21874,virtual assistant,351,no
C21875,virtual assistant,202,no
C21876,virtual assistant,203,no
C21878,virtual assistant,79,no
C21879,virtual assistant,89,no
C21881,virtual assistant,93,no
C21882,virtual assistant,387,no
C21883,virtual assistant,162,no
C21884,virtual assistant,93,no
C21886,virtual assistant,108,no
C21889,virtual assistant,263,no
C21890,virtual assistant,185,no
C21891,virtual assistant,105,no
C21892,virtual assistant,75,no
C21894,virtual assistant,219,no
C21895,virtual assistant,157,no
C21896,virtual assistant,113,no
C21897,virtual assistant,196,no
C21898,virtual assistant,129,no
C21899,virtual assistant,118,no
C21900,virtual assistant,94,no
C21901,virtual assistant,138,no
C21902,virtual assistant,204,no
C21903,virtual assistant,112,no
C21904,virtual assistant,107,no
C21905,virtual assistant,359,no
C21907,virtual assistant,75,no
C21908,virtual assistant,156,no
C21910,phone,588,yes
C21911,virtual assistant,55,no
C21912,virtual assistant,184,no
C21913,virtual assistant,237,no
C21914,virtual assistant,122,no
C21915,virtual assistant,215,no
C21916,virtual assistant,25,no
C21917,virtual assistant,211,no
C21919,virtual assistant,172,no
C21920,virtual assistant,100,no
C21921,virtual assistant,119,no
C21922,virtual assistant,87,no
C21923,virtual assistant,200,no
C21924,virtual assistant,214,no
C21926,virtual assistant,95,no
C21927,virtual assistant,195,no
C21928,virtual assistant,210,no
C21929,virtual assistant,413,no
C21930,virtual assistant,97,no
C21931,virtual assistant,472,no
C21932,virtual assistant,352,no
C21933,virtual assistant,171,no
C21934,virtual assistant,212,no
C21935,virtual assistant,72,no
C21936,virtual assistant,197,no
C21937,virtual assistant,76,no
C21938,virtual assistant,161,no
C21940,virtual assistant,81,no
C21941,virtual assistant,65,no
C21942,virtual assistant,687,no
C21945,virtual assistant,1740,no
C21946,virtual assistant,513,no
C21947,virtual assistant,744,no
C21949,virtual assistant,184,no
C21950,virtual assistant,62,no
C21952,virtual assistant,194,no
C21953,virtual assistant,94,no
C21955,virtual assistant,77,no
C21956,virtual assistant,239,no
C21957,virtual assistant,414,no
C21958,virtual assistant,252,no
C21959,virtual assistant,113,no
C21960,virtual assistant,88,no
C21961,virtual assistant,447,no
C21962,virtual assistant,379,no
C21963,virtual assistant,15,no
C21965,virtual assistant,471,no
C21966,virtual assistant,173,no
C21968,virtual assistant,162,no
C21969,virtual assistant,174,no
C21971,virtual assistant,1408,yes
C21973,virtual assistant,70,no
C21974,virtual assistant,293,no
C21975,virtual assistant,102,no
C21978,virtual assistant,718,yes
C21979,virtual assistant,174,no
C21980,virtual assistant,58,no
C21981,virtual assistant,69,no
C21982,virtual assistant,95,no
C21983,virtual assistant,94,no
C21985,virtual assistant,605,no
C21986,virtual assistant,174,no
C21987,virtual assistant,111,no
C21989,virtual assistant,156,no
C21990,virtual assistant,280,no
C21992,virtual assistant,358,no
C21993,virtual assistant,430,no
C21994,virtual assistant,132,no
C21995,virtual assistant,380,no
C21997,virtual assistant,627,yes
C21999,virtual assistant,175,no
C22001,virtual assistant,687,no
C22002,virtual assistant,196,no
C22004,virtual assistant,304,no
C22005,virtual assistant,175,no
C22006,virtual assistant,129,no
C22008,virtual assistant,291,no
C22010,virtual assistant,881,no
C22011,virtual assistant,157,no
C22012,virtual assistant,92,no
C22013,virtual assistant,135,no
C22014,virtual assistant,252,no
C22015,virtual assistant,93,no
C22017,virtual assistant,174,no
C22018,virtual assistant,170,no
C22019,virtual assistant,165,no
C22020,virtual assistant,141,no
C22021,virtual assistant,67,no
C22022,virtual assistant,896,no
C22024,virtual assistant,147,no
C22025,virtual assistant,63,no
C22026,virtual assistant,76,no
C22027,virtual assistant,79,no
C22028,virtual assistant,113,no
C22029,virtual assistant,133,no
C22030,virtual assistant,559,no
C22031,virtual assistant,83,no
C22035,virtual assistant,66,no
C22037,virtual assistant,216,no
C22038,virtual assistant,703,yes
C22041,virtual assistant,78,no
C22042,virtual assistant,210,no
C22043,phone,41,no
C22045,virtual assistant,109,no
C22047,virtual assistant,173,no
C22048,virtual assistant,160,no
C22051,virtual assistant,381,no
C22052,virtual assistant,83,no
C22055,virtual assistant,226,no
C22056,virtual assistant,44,no
C22057,virtual assistant,46,no
C22058,virtual assistant,278,no
C22059,virtual assistant,126,no
C22060,virtual assistant,162,no
C22062,virtual assistant,200,no
C22063,virtual assistant,85,no
C22065,virtual assistant,96,no
C22066,virtual assistant,135,no
C22069,virtual assistant,111,no
C22070,virtual assistant,320,no
C22071,virtual assistant,220,no
C22072,virtual assistant,111,no
C22073,virtual assistant,92,no
C22074,virtual assistant,432,no
C22075,virtual assistant,286,no
C22076,phone,169,no
C22077,virtual assistant,182,no
C22078,virtual assistant,96,no
C22079,virtual assistant,398,no
C22083,virtual assistant,66,no
C22084,virtual assistant,115,no
C22085,virtual assistant,257,no
C22086,virtual assistant,246,no
C22088,virtual assistant,971,no
C22090,virtual assistant,79,no
C22091,virtual assistant,311,no
C22093,virtual assistant,98,no
C22094,virtual assistant,218,no
C22095,virtual assistant,152,no
C22097,virtual assistant,211,no
C22099,virtual assistant,238,no
C22100,virtual assistant,150,no
C22101,virtual assistant,82,no
C22102,virtual assistant,396,no
C22103,virtual assistant,351,no
C22104,virtual assistant,273,no
C22106,virtual assistant,103,no
C22107,virtual assistant,121,no
C22108,virtual assistant,429,no
C22109,virtual assistant,167,no
C22110,virtual assistant,139,no
C22111,virtual assistant,120,no
C22112,virtual assistant,118,no
C22114,virtual assistant,180,no
C22115,virtual assistant,676,no
C22116,virtual assistant,40,no
C22117,virtual assistant,1503,yes
C22118,virtual assistant,384,no
C22119,virtual assistant,289,no
C22120,virtual assistant,134,no
C22121,virtual assistant,120,no
C22122,virtual assistant,115,no
C22123,virtual assistant,234,no
C22125,virtual assistant,101,no
C22126,virtual assistant,126,no
C22127,virtual assistant,161,no
C22128,virtual assistant,644,yes
C22131,virtual assistant,776,no
C22132,virtual assistant,173,no
C22133,virtual assistant,65,no
C22134,virtual assistant,93,no
C22135,virtual assistant,153,no
C22136,virtual assistant,223,no
C22137,virtual assistant,62,no
C22139,virtual assistant,104,no
C22140,virtual assistant,136,no
C22141,virtual assistant,376,no
C22142,virtual assistant,140,no
C22143,virtual assistant,119,no
C22144,virtual assistant,117,no
C22146,virtual assistant,148,no
C22147,virtual assistant,76,no
C22148,virtual assistant,588,no
C22149,virtual assistant,121,no
C22150,virtual assistant,151,no
C22152,virtual assistant,1111,no
C22153,virtual assistant,205,no
C22154,virtual assistant,282,no
C22156,virtual assistant,97,no
C22157,virtual assistant,76,no
C22158,virtual assistant,243,no
C22159,virtual assistant,321,no
C22161,virtual assistant,183,no
C22162,virtual assistant,299,no
